response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,indcol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
ROBOT_845CCA9A,2026-05-02 21:42:00,2026-05-02 21:43:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,7.0,7.0,3.0,1.0,-1.0,6.0,1.0,-1.0,5.0,2.0,-1.0,7.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,7.0,8.0,9.0,7.0,4.0,6.0,3.0,9.0,3.0,9.0,4.0,8.0,1.0,True,False,True,False,3.0,0.4322916666666667,0.3020833333333333,0.3671875,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,41,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,6,7,ROBOT_845CCA9A,1.0,-6.0,1.0,-5.0,4.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_44E60F32,2026-05-02 21:43:00,2026-05-02 21:43:00,firework,high,8403259,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,5.0,1.0,1.0,7.0,1.0,1.0,4.0,5.0,10.0,15.0,1.0,1.0,5.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,9.0,8.0,9.0,9.0,5.0,10.0,15.0,9.0,2.0,9.0,5.0,20.0,5.0,True,True,True,True,3.0,0.4479166666666667,0.34895833333333337,0.3984375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,42,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,7,7,5,9,8,8,9,9,8,9,ROBOT_44E60F32,1.0,-7.0,1.0,-4.0,15.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_50F05419,2026-05-02 21:43:00,2026-05-02 21:44:00,firework,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,10.0,0.0,1.0,6.0,0.0,1.0,6.0,0.0,5.0,15.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,15.0,9.0,3.0,9.0,3.0,15.0,0.0,True,False,True,False,3.0,0.4791666666666667,0.3958333333333333,0.4375,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,13,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,4,3,5,4,8,7,6,7,6,5,6,ROBOT_50F05419,1.0,-5.0,1.0,-5.0,5.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_8C796FA6,2026-05-02 21:52:00,2026-05-02 21:53:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,8.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,8.0,8.0,8.0,7.0,7.0,7.0,4.0,4.0,4.0,9.0,1.0,9.0,1.0,7.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.2864583333333333,0.3828125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,31,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,4,5,3,8,7,6,7,8,7,8,ROBOT_8C796FA6,1.0,-7.0,2.0,-6.0,3.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_F12E1EF3,2026-05-02 21:53:00,2026-05-02 21:53:00,firework,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,5.0,-1.0,0.0,6.0,-1.0,0.0,5.0,-2.0,1.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH > CC,DIV > CC,9.0,8.0,9.0,9.0,8.0,9.0,7.0,5.0,8.0,9.0,3.0,9.0,4.0,10.0,0.0,True,False,True,False,3.0,0.4322916666666667,0.3229166666666667,0.3776041666666667,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,41,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,5,7,ROBOT_F12E1EF3,0.0,-5.0,0.0,-4.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_E9ABB7F2,2026-05-02 21:53:00,2026-05-02 21:54:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,7.0,8.0,5.0,-1.0,1.0,6.0,-1.0,0.0,5.0,-1.0,2.0,6.0,-1.0,-1.0,-1.0,Bill > Clark,CH ≤ CC,DIV ≤ CC,7.0,6.0,8.0,8.0,7.0,8.0,5.0,4.0,7.0,8.0,2.0,8.0,3.0,6.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.33333333333333337,0.390625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,28,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,6,9,9,8,8,9,8,9,ROBOT_E9ABB7F2,1.0,-4.0,0.0,-4.0,1.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_2795CB72,2026-05-02 21:54:00,2026-05-02 21:54:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,7.0,6.0,2.0,-1.0,0.0,7.0,-1.0,0.0,6.0,-1.0,0.0,3.0,-1.0,-1.0,-1.0,Bill > Clark,CH < CC,DIV ≥ CC,7.0,6.0,7.0,6.0,5.0,6.0,2.0,1.0,2.0,8.0,1.0,7.0,1.0,3.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4635416666666667,0.5026041666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,12,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,7,6,5,6,5,4,4,ROBOT_2795CB72,1.0,-5.0,1.0,-4.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
ROBOT_07DF5305,2026-05-02 21:54:00,2026-05-02 21:54:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,8.0,8.0,3.0,0.0,-1.0,8.0,0.0,-1.0,8.0,0.0,-1.0,5.0,-1.0,-1.0,-1.0,Bill > Clark,CH > CC,DIV < CC,8.0,8.0,7.0,8.0,8.0,7.0,3.0,3.0,2.0,9.0,1.0,9.0,1.0,5.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.2708333333333333,0.359375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,30,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,6,2,8,8,7,7,8,7,8,ROBOT_07DF5305,1.0,-7.0,1.0,-7.0,2.0,-3.0,,,,,,,,,,,,,,,,,,
ROBOT_51896D74,2026-05-02 21:54:00,2026-05-02 21:55:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,7.0,7.0,3.0,0.0,-1.0,6.0,-1.0,-2.0,5.0,0.0,-1.0,6.0,-1.0,-2.0,-1.0,Bill > Clark,CH > CC,DIV ≤ CC,8.0,8.0,7.0,9.0,8.0,7.0,4.0,4.0,3.0,9.0,3.0,9.0,4.0,6.0,0.0,True,False,True,False,3.0,0.4479166666666667,0.34375,0.39583333333333337,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,40,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,5,6,ROBOT_51896D74,1.0,-5.0,0.0,-4.0,2.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_692591B5,2026-05-02 21:56:00,2026-05-02 21:56:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,7.0,5.0,-1.0,0.0,6.0,-1.0,0.0,6.0,-2.0,1.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH < CC,DIV > CC,8.0,7.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,9.0,3.0,9.0,3.0,10.0,0.0,True,False,True,False,3.0,0.4791666666666667,0.3802083333333333,0.4296875,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,16,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_692591B5,1.0,-4.0,1.0,-4.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_7971CFCC,2026-05-02 21:56:00,2026-05-02 21:56:00,firework,low,63,True,CC-DIV-CH,CC,DIV,CH,8.0,8.0,7.0,1.0,0.0,5.0,1.0,0.0,5.0,3.0,0.0,13.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≥ CC,8.0,9.0,8.0,8.0,9.0,8.0,7.0,10.0,7.0,9.0,4.0,9.0,4.0,15.0,2.0,True,True,True,True,3.0,0.4635416666666667,0.3645833333333333,0.4140625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,6,3,8,8,7,6,7,6,7,ROBOT_7971CFCC,1.0,-5.0,1.0,-5.0,8.0,-8.0,,,,,,,,,,,,,,,,,,
ROBOT_A6AE62D1,2026-05-02 21:56:00,2026-05-02 21:57:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,5.0,-1.0,0.0,6.0,-1.0,0.0,5.0,-2.0,1.0,8.0,-1.0,-1.0,-2.0,Bill > Clark,CH > CC,DIV ≥ CC,9.0,8.0,9.0,9.0,8.0,9.0,7.0,5.0,8.0,9.0,3.0,9.0,4.0,8.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,38,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_A6AE62D1,0.0,-5.0,0.0,-4.0,1.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_EF86D9A3,2026-05-02 21:57:00,2026-05-02 21:57:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,8.0,9.0,5.0,0.0,1.0,7.0,1.0,1.0,5.0,-2.0,3.0,20.0,0.0,1.0,-2.0,Bill > Clark,CH < CC,DIV > CC,8.0,8.0,9.0,8.0,9.0,9.0,7.0,5.0,10.0,9.0,2.0,9.0,4.0,20.0,0.0,True,True,True,True,3.0,0.4583333333333333,0.3125,0.38541666666666663,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,35,1,I CONSENT to participate in this study,63,5,5,47,7,8,7,6,5,7,6,9,8,7,8,9,9,9,ROBOT_EF86D9A3,1.0,-6.0,1.0,-5.0,13.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_B4F6CB57,2026-05-02 21:57:00,2026-05-02 21:58:00,trolley,high,8403259,True,DIV-CH-CC,DIV,CH,CC,7.0,6.0,2.0,-1.0,0.0,6.0,-1.0,0.0,5.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,Bill ≥ Clark,CH < CC,DIV > CC,7.0,6.0,7.0,6.0,5.0,6.0,2.0,1.0,2.0,7.0,1.0,6.0,1.0,2.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4427083333333333,0.4921875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,13,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,3,7,6,5,6,5,4,5,ROBOT_B4F6CB57,0.0,-5.0,0.0,-4.0,0.0,-1.0,,,,,,,,,,,,,,,,,,
ROBOT_006B562E,2026-05-02 21:58:00,2026-05-02 21:58:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,7.0,5.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,5.0,9.0,1.0,9.0,1.0,10.0,0.0,True,True,True,True,3.0,0.453125,0.28125,0.3671875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,27,1,I CONSENT to participate in this study,63,5,5,47,7,6,8,6,3,6,3,8,8,7,8,8,8,8,ROBOT_006B562E,1.0,-7.0,2.0,-6.0,5.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_3E404A38,2026-05-02 21:58:00,2026-05-02 21:59:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,6.0,6.0,1.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH ≥ CC,DIV ≥ CC,6.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,8.0,1.0,8.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_3E404A38,2.0,-6.0,2.0,-6.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_5487A929,2026-05-02 21:59:00,2026-05-02 21:59:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,6.0,7.0,2.0,1.0,-1.0,7.0,1.0,0.0,6.0,2.0,-1.0,6.0,-1.0,0.0,-1.0,Bill > Clark,CH < CC,DIV > CC,7.0,8.0,6.0,7.0,8.0,7.0,3.0,5.0,2.0,9.0,2.0,9.0,3.0,7.0,1.0,True,True,True,True,3.0,0.4375,0.23958333333333337,0.3385416666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,63,5,5,47,7,6,8,5,4,6,3,9,8,7,8,9,8,9,ROBOT_5487A929,2.0,-6.0,2.0,-5.0,4.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_44F6C6FF,2026-05-02 21:59:00,2026-05-02 21:59:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,5.0,0.0,1.0,6.0,0.0,1.0,6.0,0.0,2.0,10.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,9.0,8.0,8.0,9.0,5.0,5.0,7.0,9.0,3.0,9.0,3.0,10.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.3802083333333333,0.4296875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,13,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_44F6C6FF,1.0,-5.0,1.0,-5.0,5.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_1D9D6D60,2026-05-02 22:01:00,2026-05-02 22:01:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,9.0,4.0,1.0,1.0,7.0,0.0,0.0,4.0,2.0,3.0,10.0,1.0,0.0,2.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,9.0,9.0,9.0,9.0,4.0,6.0,7.0,9.0,2.0,9.0,5.0,10.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.296875,0.37239583333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,63,5,5,47,6,5,6,4,3,5,3,7,7,6,6,7,7,7,ROBOT_1D9D6D60,1.0,-7.0,0.0,-4.0,6.0,-6.0,,,,,,,,,,,,,,,,,,
ROBOT_D60FC257,2026-05-02 22:01:00,2026-05-02 22:01:00,trolley,high,8403259,True,CH-DIV-CC,CH,DIV,CC,7.0,7.0,2.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,6.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,7.0,1.0,7.0,1.0,2.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,25,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_D60FC257,1.0,-6.0,1.0,-6.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_D426091A,2026-05-02 22:01:00,2026-05-02 22:02:00,firework,high,8403259,True,CC-DIV-CH,CC,DIV,CH,7.0,8.0,10.0,1.0,2.0,7.0,1.0,1.0,6.0,2.0,5.0,20.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,9.0,8.0,9.0,9.0,10.0,12.0,15.0,9.0,2.0,9.0,3.0,20.0,0.0,True,True,True,True,3.0,0.4739583333333333,0.3645833333333333,0.4192708333333333,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,35,1,I CONSENT to participate in this study,8403259,5,5,47,7,8,7,6,5,6,5,8,9,7,7,8,7,8,ROBOT_D426091A,2.0,-6.0,1.0,-6.0,10.0,-12.0,,,,,,,,,,,,,,,,,,
ROBOT_28CBBDDA,2026-05-02 22:02:00,2026-05-02 22:02:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,7.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,2.0,10.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,8.0,7.0,8.0,8.0,5.0,7.0,7.0,9.0,3.0,9.0,3.0,10.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.375,0.45833333333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,13,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,4,7,6,5,6,7,5,6,ROBOT_28CBBDDA,2.0,-5.0,2.0,-5.0,5.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_07F955C2,2026-05-02 22:02:00,2026-05-02 22:03:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,7.0,7.0,5.0,1.0,0.0,8.0,1.0,0.0,8.0,2.0,0.0,10.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,7.0,7.0,8.0,7.0,5.0,7.0,5.0,9.0,1.0,9.0,1.0,10.0,0.0,True,True,True,True,3.0,0.4635416666666667,0.3125,0.38802083333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,19,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,6,5,8,7,7,7,8,8,8,ROBOT_07F955C2,2.0,-7.0,2.0,-7.0,5.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_6951A8A8,2026-05-02 22:03:00,2026-05-02 22:03:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,7.0,7.0,2.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,6.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,7.0,1.0,7.0,1.0,2.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,33,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_6951A8A8,1.0,-6.0,1.0,-6.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_65363C68,2026-05-02 22:03:00,2026-05-02 22:04:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,5.0,6.0,3.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,9.0,-1.0,-1.0,-1.0,Bill ≥ Clark,CH ≤ CC,DIV < CC,5.0,4.0,6.0,6.0,5.0,7.0,3.0,2.0,5.0,7.0,2.0,8.0,3.0,10.0,1.0,True,True,True,True,3.0,0.4791666666666667,0.35416666666666663,0.41666666666666663,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,63,5,5,47,8,7,8,5,6,7,6,9,8,8,7,9,8,8,ROBOT_65363C68,2.0,-2.0,2.0,-2.0,7.0,-1.0,,,,,,,,,,,,,,,,,,
ROBOT_861C5C42,2026-05-02 22:04:00,2026-05-02 22:04:00,firework,high,8403259,True,CC-DIV-CH,CC,DIV,CH,7.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,10.0,1.0,1.0,1.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,8.0,7.0,8.0,8.0,5.0,6.0,7.0,9.0,3.0,9.0,3.0,10.0,0.0,True,True,True,True,3.0,0.5208333333333333,0.375,0.44791666666666663,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,15,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,6,5,3,4,4,7,6,5,6,7,5,6,ROBOT_861C5C42,2.0,-5.0,2.0,-5.0,5.0,-6.0,,,,,,,,,,,,,,,,,,
ROBOT_7AD20132,2026-05-02 22:04:00,2026-05-02 22:04:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,8.0,5.0,10.0,0.0,0.0,7.0,0.0,-3.0,7.0,0.0,-2.0,14.0,0.0,-3.0,-2.0,Bill > Clark,CH > CC,DIV < CC,8.0,8.0,8.0,8.0,8.0,5.0,12.0,12.0,10.0,9.0,2.0,9.0,2.0,15.0,1.0,True,True,True,True,3.0,0.4322916666666667,0.2552083333333333,0.34375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,23,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,4,3,5,3,8,8,7,8,8,7,8,ROBOT_7AD20132,1.0,-6.0,1.0,-6.0,3.0,-11.0,,,,,,,,,,,,,,,,,,
ROBOT_05DEC2B0,2026-05-02 22:04:00,2026-05-02 22:05:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,5.0,1.0,0.0,6.0,1.0,0.0,5.0,2.0,0.0,8.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≥ CC,8.0,9.0,8.0,8.0,9.0,8.0,5.0,7.0,5.0,9.0,3.0,9.0,4.0,8.0,0.0,True,False,True,False,3.0,0.4479166666666667,0.3020833333333333,0.375,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,51,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_05DEC2B0,1.0,-6.0,1.0,-5.0,3.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_05CF66F2,2026-05-02 22:05:00,2026-05-02 22:06:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,8.0,9.0,10.0,1.0,-1.0,8.0,2.0,-1.0,6.0,5.0,-1.0,15.0,-1.0,-1.0,-1.0,Bill ≥ Clark,CH < CC,DIV < CC,7.0,8.0,6.0,7.0,9.0,6.0,5.0,10.0,4.0,9.0,1.0,9.0,3.0,15.0,0.0,False,True,True,False,3.0,0.4739583333333333,0.3125,0.39322916666666663,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,26,1,I CONSENT to participate in this study,8403259,5,5,47,7,8,7,5,6,7,6,8,8,7,8,9,9,9,ROBOT_05CF66F2,2.0,-7.0,2.0,-6.0,10.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_1FE82B3F,2026-05-02 22:06:00,2026-05-02 22:06:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,8.0,5.0,-1.0,0.0,6.0,-1.0,0.0,5.0,-2.0,1.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH > CC,DIV > CC,8.0,7.0,8.0,9.0,8.0,9.0,7.0,5.0,8.0,9.0,3.0,9.0,4.0,10.0,0.0,True,False,True,False,3.0,0.4791666666666667,0.3802083333333333,0.4296875,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,15,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_1FE82B3F,1.0,-4.0,0.0,-4.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
