StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q_RecaptchaScore,Consent Form,pucc_blame_1,pucc_wrong_1,pucc_punish,puch_blame_1,puch_wrong_1,puch_punish,pudiv_blame_1,pudiv_wrong_1,pudiv_punish,ppcc_blame_1,ppcc_wrong_1,ppcc_punish,ppch_blame_1,ppch_wrong_1,ppch_punish,tucc_blame_1,tucc_wrong_1,tucc_punish,tuch_blame_1,tuch_wrong_1,tuch_punish,tudiv_blame_1,tudiv_wrong_1,tudiv_punish,tpcc_blame_1,tpcc_wrong_1,tpcc_punish,tpch_blame_1,tpch_wrong_1,tpch_punish,cog_load_check,comp_p_prob_harm,comp_p_agency_across,comp_p_agency_within,2afc_p_interperson_1,2afc_p_interperson_2,2afc_p_intraperson_1,2afc_p_intraperson_2,2afc_p_intraperson_3,2afc_p_intraperson_4,comp_t_prob_harm,comp_t_agency_across,comp_t_agency_within,2afc_t_interperson_1,2afc_t_interperson_2,2afc_t_intraperson_1,2afc_t_intraperson_2,2afc_t_intraperson_3,2afc_t_intraperson_4,crt_bat_ball,crt_widgets,crt_lilly_pads,indcol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,Age,Gender,Race,Race_7_TEXT,Political,Political_6_TEXT,user_feedback,id,LoadCondition,StoryCondition,CaseOrder
05/02/2026 23:37,05/02/2026 23:38,100,13,True,,ROBOT_F510DF81,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,5,2,7,6,3,6,5,2,7,6,3,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,7,6,7,5,3,4,3,7,6,5,6,5,4,5,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness across the scenarios were most influenced by the level of control and foreseeability he had over the outcome. The presence of another decision-maker, like Bill, slightly reduced Clark's perceived responsibility because the harm depended on an additional independent action, making the outcome less directly tied to Clark's choice. However, when the second factor was a computerized mechanism with a high probability of harm, I felt Clark bore more responsibility since he knowingly initiated the sequence with a high likelihood of a negative outcome.",ROBOT_F510DF81,high,trolley,DIV-CH-CC
05/02/2026 23:38,05/02/2026 23:38,100,24,True,,ROBOT_7958A59B,EN,1,I CONSENT to participate in this study,9,9,15,9,9,15,9,9,15,9,9,15,1,1,0,,,,,,,,,,,,,,,,8403259,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,4,5,3,8,7,7,6,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"What most influenced my ratings of Clark's blameworthiness across all three scenarios was his deliberate choice to enable potential harm for personal financial gain, despite clear warnings and the ability to prevent",ROBOT_7958A59B,high,firework,CH-CC-DIV
05/02/2026 23:38,05/02/2026 23:39,100,42,True,,ROBOT_5E0EEFE0,EN,1,I CONSENT to participate in this study,9,9,7,8,8,5,9,9,8,9,9,10,3,4,0,,,,,,,,,,,,,,,,8403259,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,I actually think that Clark is roughly equally morally blameworthy in both stories.,,,,,,,,,,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings of Clark's blameworthiness was his conscious decision to arm/activate the canister despite knowing the likely harm, motivated purely by financial gain. The presence of another decision-maker (Bill) did somewhat reduce Clark's blameworthiness in the standard scenarios, since Bill retained moral agency and made the final choice to detonate — but Clark's role as an enabling agent who knowingly facilitated foreseeable harm kept his blameworthiness high regardless. In the brain-injury scenario, the presence of an intermediary actually increased Clark's blameworthiness, because Bill lacked the capacity to make a truly autonomous decision, making Clark more like a direct cause of the harm.",ROBOT_5E0EEFE0,high,firework,CH-CC-DIV
05/02/2026 23:39,05/02/2026 23:39,100,34,True,,ROBOT_0CC84A14,EN,1,I CONSENT to participate in this study,8,8,5,9,9,15,9,9,10,9,9,20,2,5,3,,,,,,,,,,,,,,,,8403259,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,8,7,8,6,7,8,6,9,8,8,8,9,8,9,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,1.0,ROBOT_PARTICIPANT,,"The most significant factor influencing my ratings of Clark's blameworthiness was his awareness of the potential harm and his direct involvement in enabling that harm, especially when Bill had a mental impairment. The presence of another decision-maker, like Bill, did affect my perception of Clark's responsibility; however, Clark's ability to prevent the sale or activation, particularly when Bill was incapable of understanding, heightened my sense of his moral responsibility. Clark's actions seemed to show a disregard for potential consequences in pursuit of personal gain, which increased his blameworthiness for me.",ROBOT_0CC84A14,high,firework,CC-DIV-CH
05/02/2026 23:39,05/02/2026 23:39,100,11,True,,ROBOT_1CCCC16C,EN,1,I CONSENT to participate in this study,8,8,6,7,7,5,8,8,7,9,9,10,3,3,0,,,,,,,,,,,,,,,,8403259,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,4,3,5,4,8,7,6,7,6,5,6,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by the level of direct control he had over the outcome and his awareness of the potential harm. The presence of another decision-maker, like Bill, did slightly reduce Clark's perceived responsibility in scenarios where both had to act for harm to occur, as it introduced an additional layer of agency. However, Clark's decision to arm or activate the canister, knowing the high risk (75% chance) of injury, still made him significantly blameworthy, especially when he prioritized personal gain over public safety.",ROBOT_1CCCC16C,high,firework,CH-DIV-CC
05/02/2026 23:39,05/02/2026 23:40,100,25,True,,ROBOT_F25C00B0,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,8,8,5,8,8,5,8,8,5,9,9,10,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,5,4,5,4,7,7,6,6,7,7,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness were consistently high across all three scenarios. This was because his initial action of flipping the switch was a direct and necessary precursor to the harm, undertaken with full knowledge of the high probability (75%) of the workman being injured, purely to secure his bonus. The presence of another decision-maker (Bill or the computer) or the timing of their actions did not significantly mitigate Clark's responsibility for initiating a foreseeable and harmful chain of events.",ROBOT_F25C00B0,high,trolley,CC-CH-DIV
05/02/2026 23:40,05/02/2026 23:40,100,32,True,,ROBOT_A2A28367,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,6,1,7,6,1,6,5,1,7,7,1,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,I actually think that both Clark and Bill are roughly equally morally blameworthy.,Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,I actually think that Clark is roughly equally morally blameworthy in both stories.,Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings was Clark's awareness that his action could foreseeably lead to harm, combined with his deliberate choice to prioritize his financial bonus over the workman's safety. The presence of another decision-maker (whether Bill or the computerized mechanism) between Clark's action and the outcome did modestly reduce Clark's blameworthiness, since an intervening agent bears some independent responsibility. However, Clark's culpability remained substantial because he knowingly set the harmful chain of events in motion with a 75% probability of harm, making the intermediate agent's role a mitigating but not exonerating factor.",ROBOT_A2A28367,high,trolley,DIV-CH-CC
05/02/2026 23:41,05/02/2026 23:41,100,12,True,,ROBOT_03FAB367,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,7,6,5,6,5,3,7,6,5,8,7,6,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.","Clark is more blameworthy in the story where the second fork is operated by Bill, another operator.","Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,5,3,4,3,7,6,5,6,6,5,5,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by the presence and nature of the second decision-maker or mechanism between his action and the outcome. In scenarios with another human operator like Bill, I rated Clark's blameworthiness higher because he knowingly contributed to a chain of decisions that led to harm, sharing responsibility with another intentional actor. However, when the second decision was made by a computerized mechanism, I felt Clark bore slightly less responsibility since the outcome partially depended on an impersonal, probabilistic system rather than a deliberate human choice.",ROBOT_03FAB367,high,trolley,CC-CH-DIV
05/02/2026 23:41,05/02/2026 23:41,100,22,True,,ROBOT_7DC34F1D,EN,1,I CONSENT to participate in this study,9,9,8,9,9,7,8,8,5,9,9,10,4,4,1,,,,,,,,,,,,,,,,63,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister before selling it to Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,4,6,3,8,8,7,7,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness were primarily influenced by his full awareness of the high probability (75%) of severe harm and his personal gain ($2,000 commission)",ROBOT_7DC34F1D,low,firework,DIV-CH-CC
05/02/2026 23:41,05/02/2026 23:42,100,39,True,,ROBOT_04124D12,EN,1,I CONSENT to participate in this study,8,8,5,9,9,7,8,8,5,9,9,8,3,4,0,,,,,,,,,,,,,,,,8403259,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,I actually think that Clark is roughly equally morally blameworthy in both stories.,,,,,,,,,,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,5,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings of Clark's blameworthiness was his awareness of the likely harm combined with his purely financial motivation for arming the canister — he knowingly enabled danger for personal gain. The presence of another decision-maker (Bill) did somewhat reduce Clark's blameworthiness in the competent-Bill scenarios, but not dramatically, because Clark's act of arming the canister was a deliberate facilitation of foreseeable harm. However, when Bill lacked the mental capacity to make an informed decision, Clark's blameworthiness increased because he was effectively the sole responsible agent enabling the harm.",ROBOT_04124D12,high,firework,CC-CH-DIV
05/02/2026 23:42,05/02/2026 23:43,100,34,True,,ROBOT_C062F1C2,EN,1,I CONSENT to participate in this study,8,9,15,9,9,20,9,9,25,9,9,30,3,7,5,,,,,,,,,,,,,,,,63,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,8,5,4,6,5,9,8,7,8,9,8,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,1.0,ROBOT_PARTICIPANT,,"Clark's blameworthiness was primarily influenced by his conscious decision to proceed with actions despite knowing the risk involved, particularly when Bill was incapable of understanding the consequences due to his brain injury. The presence of another decision-maker, Bill, did affect my perception of Clark's responsibility, as Clark's intentional arming or activation of the canister directly contributed to the harm, especially given his awareness of Bill's mental state and the potential for harm which emphasized Clark's ethical responsibility to intervene.",ROBOT_C062F1C2,low,firework,CC-CH-DIV
05/02/2026 23:43,05/02/2026 23:43,100,20,True,,ROBOT_3B91961E,EN,1,I CONSENT to participate in this study,7,6,5,8,7,7,7,6,5,8,8,8,3,3,0,,,,,,,,,,,,,,,,8403259,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,3,4,4,7,6,6,5,6,5,5,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by the level of control and intent he had in each scenario, as well as the context of Bill's mental state. The presence of another decision-maker, Bill, did somewhat lessen Clark's perceived responsibility in scenarios where Bill was mentally competent, as it introduced shared accountability for the outcome. However, when Bill had a brain injury, I felt Clark bore more responsibility because he knowingly enabled a situation with a higher likelihood of harm despite Bill's inability to fully comprehend the consequences.",ROBOT_3B91961E,high,firework,DIV-CH-CC
05/02/2026 23:43,05/02/2026 23:44,100,37,True,,ROBOT_C56302F4,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,7,7,4,8,8,5,7,7,4,8,8,5,1,1,2,8403259,,,,,,,,,,True,True,True,,,,,,,5,5,47,7,6,7,5,4,4,3,8,7,7,7,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,My ratings for Clark's blameworthiness were most influenced by the nature of the second 'decision-maker' in the causal chain. The presence of another human decision-maker (Bill),ROBOT_C56302F4,high,trolley,CH-DIV-CC
05/02/2026 23:44,05/02/2026 23:44,100,31,True,,ROBOT_4DFD020B,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,6,1,7,7,2,6,6,1,8,8,2,1,2,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings was Clark's awareness of the 75% probability that harm would result from his action, combined with his choice to prioritize a $2,000 bonus over the workman's safety. The presence of another decision-maker (Bill) did reduce Clark's blameworthiness somewhat compared to the computerized mechanism scenario, because Bill's independent moral agency created a genuine intervening choice that partially diffused responsibility. However, Clark remained substantially blameworthy in all scenarios because he knowingly initiated a chain of events with a high likelihood of harm for a relatively trivial financial gain.",ROBOT_4DFD020B,high,trolley,CC-DIV-CH
05/02/2026 23:44,05/02/2026 23:45,100,26,True,,ROBOT_B5889AF7,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,5,6,1,6,8,2,5,7,1,7,8,3,2,3,0,63,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.","Clark is more blameworthy in the story where the second fork is operated by Bill, another operator.","Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch before Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,8,6,5,4,5,6,8,9,7,8,9,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,1.0,ROBOT_PARTICIPANT,,"The presence of another decision-maker, such as Bill or the computerized switching mechanism, significantly influenced my ratings of Clark's blameworthiness. When there was an additional step or individual that could affect the outcome, Clark's responsibility seemed mitigated since the final harm depended on actions beyond his direct control. Thus, Clark appeared less blameworthy when his actions merely set up a scenario contingent on another's decision.",ROBOT_B5889AF7,low,trolley,DIV-CH-CC
05/02/2026 23:45,05/02/2026 23:45,100,13,True,,ROBOT_5823AFC2,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,7,6,2,6,5,1,7,6,2,8,7,3,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.","Clark is more blameworthy in the story where the second fork is operated by Bill, another operator.","Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,5,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"The presence of another decision-maker, like Bill, between Clark's action and the outcome did influence my ratings of Clark's blameworthiness, making me rate him slightly less blameworthy when Bill was involved compared to the computerized mechanism. This is because Bill, as a human operator, had the capacity for independent moral judgment and could have chosen not to flip his switch, sharing the responsibility. In contrast, with the computerized mechanism, Clark’s decision felt more directly tied to the outcome since the mechanism lacked moral agency.",ROBOT_5823AFC2,high,trolley,CC-CH-DIV
05/02/2026 23:45,05/02/2026 23:45,100,33,True,,ROBOT_B7DF1104,EN,1,I CONSENT to participate in this study,7,6,7,9,8,15,8,5,10,9,9,20,4,5,2,,,,,,,,,,,,,,,,8403259,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,4,5,3,8,7,7,6,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness were most influenced by the degree of his direct control over the harmful outcome and the moral agency of the other decision-maker, Bill. When Bill",ROBOT_B7DF1104,high,firework,DIV-CC-CH
05/02/2026 23:45,05/02/2026 23:46,100,40,True,,ROBOT_3087CE6D,EN,1,I CONSENT to participate in this study,8,9,5,8,8,5,8,8,4,9,9,7,3,4,0,,,,,,,,,,,,,,,,63,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings of Clark's blameworthiness was his awareness of the likely harm combined with his voluntary choice to arm/activate the canister for personal financial gain, despite having the option not to do so. The presence of another decision-maker (Bill) did somewhat reduce Clark's blameworthiness in the standard scenarios, since Bill retained moral agency and made the final choice to detonate — but Clark's role as an enabler who took an additional, unnecessary step (arming the canister) kept his culpability high. In the brain-injury scenario, however, the intermediate decision-maker (Bill) lacked genuine agency, which shifted more moral responsibility back onto Clark as the last competent actor in the causal chain.",ROBOT_3087CE6D,low,firework,CH-DIV-CC
05/02/2026 23:46,05/02/2026 23:47,100,35,True,,ROBOT_F9E1B5B8,EN,1,I CONSENT to participate in this study,7,8,10,9,9,20,8,9,15,9,9,25,4,7,5,,,,,,,,,,,,,,,,63,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,8,5,4,6,4,8,9,7,8,9,8,9,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,1.0,ROBOT_PARTICIPANT,,"The most significant influence on my ratings of Clark's blameworthiness was his awareness of the potential harm and his decision to prioritize personal gain over the safety of others, especially when he armed the canister despite the warnings. The presence of another decision-maker, such as Bill, did not absolve Clark of responsibility; his choice to enable dangerous actions knowingly made him complicit, particularly in scenarios where he had the ability to prevent harm. Clark's decision seemed even more blameworthy when Bill had a brain injury, as it highlighted Clark's exploitative actions towards a vulnerable individual.",ROBOT_F9E1B5B8,low,firework,CC-DIV-CH
05/02/2026 23:47,05/02/2026 23:47,100,15,True,,ROBOT_C47A6E3C,EN,1,I CONSENT to participate in this study,6,5,3,8,7,7,7,6,5,9,9,10,3,3,0,,,,,,,,,,,,,,,,8403259,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,4,5,4,7,6,6,7,6,5,6,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"The most significant factor influencing my ratings of Clark's blameworthiness was the level of control and intent he exhibited in each scenario, particularly whether his actions directly facilitated the harm and the context of Bill's mental state. The presence of another decision-maker, Bill, did affect my perception of Clark's responsibility, as it introduced a layer of uncertainty about the outcome; however, when Clark armed the canister knowing the high risk and especially when Bill had a brain injury, I felt Clark bore more responsibility due to his awareness and enabling role.",ROBOT_C47A6E3C,high,firework,DIV-CC-CH
05/02/2026 23:47,05/02/2026 23:47,100,27,True,,ROBOT_70D153FA,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,7,7,4,8,8,6,7,7,4,9,9,10,1,1,0,63,,,,,,,,,,True,True,True,,,,,,,5,5,47,8,6,7,5,4,5,3,9,8,7,8,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness were primarily influenced by the nature of the intervening agent between his action and the ultimate harm. The presence of another human decision-maker (Bill) slightly reduced Clark's blameworthiness, as Bill still had moral agency and the capacity to choose differently, even if highly probable he wouldn't. In contrast, when the second stage was handled by a probabilistic mechanism, Clark's decision to activate a system with a high likelihood of causing harm felt more directly responsible, as the mechanism lacked moral agency.",ROBOT_70D153FA,low,trolley,CC-DIV-CH
05/02/2026 23:47,05/02/2026 23:48,100,32,True,,ROBOT_33DCD2CB,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,6,1,7,7,2,6,6,1,8,8,2,1,1,0,63,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings was Clark's awareness of the 75% probability that harm would result from his action, combined with his decision to prioritize a $2,000 bonus over preventing potential injury to a workman. The presence of another decision-maker (Bill or a mechanism) between Clark's action and the outcome did somewhat reduce my perception of Clark's blameworthiness compared to a direct causal chain, since an intervening agent bears their own moral responsibility. However, because Clark knowingly initiated a sequence of events with a high probability of harm, he remained substantially blameworthy regardless of whether the intermediary was a human or a machine.",ROBOT_33DCD2CB,low,trolley,CC-CH-DIV
